Target price,Description,Url,
2,Oubre series 2 base set,https://www.nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+fc5a461e-2c14-45a5-b533-cce672c91bcb
